0.5691504,65.9725,98.2825
0.46466868,64.445,103.6625
0.43854825,63.5875,102.3575
0.3604161,35.8425,93.75
0.309779115,35.9075,80.8075
0.334524795,15.92,89.0825
0.384703515,32.01,89.3975
0.471542475,30.79,70.69
0.55013289,0,78.005
0.680505915,24.63,80.1625
0.70364769,50.03,77.48
0.67088259,67.525,19.4475
0.79690221,67.32,0.83
0.719915685,67.225,0.75
0.770552655,66.91,0.8
0.73847493,66.94,0.77
0.81477408,67.2825,0.85
0.72426909,66.1775,64.975
0.806983785,64.835,79.7075
0.779259465,64.8275,76.9425
0.866785815,32.1475,78.3875
0.740766195,31.68,78.3625
0.67042434,31.9375,77.715
0.632389335,39.5925,78.1375
0.52252044,63.385,74.5125
0.506709855,55.935,78.7225
0.445588455,35.9925,88.735
0.45465063,42.9275,70.6425
0.47547432,64.075,75.34
0.53389635,31.29,79.045
0.662501925,31.1175,72.3025
0.62239704,15.71,65.3675
0.67599876,16.3175,73.96
0.72593706,57.915,69.6175
0.803061855,66.0275,70.595
0.70144995,66.015,72.645
0.69335184,65.76,73.1775
0.653825385,64.92,74.255
0.621432975,64.4275,75.13
0.65228289,64.035,70.61
0.571880295,55.8275,70.6425
0.57901434,30.9925,71.71
0.58209933,7.6975,63.335
0.711668985,8.07,14.5825
0.70453494,32.4475,0.73
0.665779725,58.6975,0.69
0.741747645,66.8575,0.77
0.692194965,66.915,0.72
0.72708954,66.725,0.75
0.619247205,66.475,27.1325
0.46304505,65.4325,103.6575
0.45095511,57.105,89.025
0.309260895,0,84.375
0.282421215,0,86.6
0.433303785,16.165,92.6575
0.40670589,32.2875,82.28
0.545014905,31.2275,73.765
0.69928266,7.9275,83.62
0.739904895,49.4925,40.47
0.6434271,66.3525,0.67
0.680905935,65.885,0.71
0.691061505,65.1475,0.72
0.67727895,64.97,0.7
0.626259375,64.01,0.65
0.626742975,63.4425,44.92
0.7142742,63.875,81.595
0.681873135,31.165,69.31
0.788264685,31.845,78.6475
0.75779802,31.565,76.3175
0.788264685,49.04,68.9225
0.802047225,65.5,65.615
0.845571045,64.645,63.4025
0.604884255,64.615,86.325
0.443633715,56.305,88.4875
0.5131584,36.19,87.06
0.36476118,41.6825,84.1625
0.31782714,31.4575,73.625
0.463887405,22.57,66.1925
0.39572595,0,83.6225
0.64149669,16.43,76.2675
0.671098245,33.035,73.385
0.668761275,58.9,71.19
0.79456785,66.855,68.0875
0.674603685,66.515,72.515
0.754255215,66.87,64.1775
0.808394895,66.7925,68.9475
0.713747835,65.9025,71.1
0.68570427,65.3975,70.3325
0.68122509,65.2725,67.595
0.549576105,23.7925,71.945
0.68219883,8.18,70.8325
0.569829795,32.775,31.8275
0.74334939,32.84,0.77
0.832154025,49.59,0.86
0.67888812,66.6425,0.7
0.746270595,66.185,0.77
0.601325505,65.945,0.62
0.503529285,64.9975,0.52
0.51908778,64.26,52.6125
0.35946171,33.8875,101.6925
0.29924835,0,91.01
0.453216765,16.4575,80.435
0.42957594,32.8475,93.89
0.539495655,32.205,91.0125
0.896330625,32.5,85.54
0.89673474,58.49,80.825
0.682552935,66.88,86.505
0.57990732,66.24,87.6775
0.428969775,43.945,85.405
0.4200792,36.5825,79.5575
0.62941161,57.48,58.22
0.691039395,40.2975,0.72
0.670631505,31.6275,0.7
0.618904575,31.41,0.64
0.682552935,31.44,0.71
0.832884315,48.1,0.86
0.90279648,64.3625,0.94
0.821771115,64.7425,0.85
0.84945309,65.475,0.88
0.691039395,65.0175,67.08
0.716292135,64.4375,86.2525
0.54775281,63.665,89.0725
0.53349507,49.1725,84.4375
0.419645895,26.6875,86.445
0.35601804,23.6475,84.65
0.33814266,30.945,68.9275
0.45241743,15.14,60.8125
0.509874015,0,74.85
0.56456418,32.21,68.8075
0.760767795,49.6575,58.3325
0.62159517,66.33,66.585
0.67820055,65.49,68.345
0.6928839,66.3275,71.7225
0.639257745,66.12,74.5025
0.619892745,66.2075,75.1775
0.659686755,51.4175,71.5475
0.65628192,26.6475,72.465
0.631809675,32.6975,71.6675
0.604145385,32.385,71.565
0.70394961,32.285,69.17
0.772471905,49.5375,66.3175
0.88546986,66.7425,67.135
0.88334184,66.63,67.6975
0.752042895,66.54,70.3125
0.71409849,64.9625,71.3875
0.457925235,63.9675,71.965
0.446544345,56.6525,56.9875
0.42936957,18.05,74.5925
0.40184853,16.0125,75.1425
0.43309422,32.11,43.5625
0.469926885,31.0425,0.49
0.52227894,0,0.54
0.590771145,16.6225,0.61
0.754862745,67.6275,0.78
0.76996827,67.395,0.8
0.644778585,66.9,0.67
0.73210098,66.295,0.76
0.70954614,65.835,0.74
0.548144565,64.3425,109.53
0.577734855,63.6075,99.2375
0.592426545,39.35,97.77
0.624499935,15.53,95.975
0.55973238,8.065,91.245
0.766864395,32.34,76.5525
0.716995455,57.205,86.11
0.77452062,65.3975,85.8775
0.90446958,65.485,83.2575
0.85749759,65.69,83.2675
